street,seq,cross_street,left_no,right_no,page
FIRST NATIONAL BANK OF BALTIMORE,2,"Columbus O'Donnkll, President",,,793
FIRST NATIONAL BANK OF BALTIMORE,3,Cashier,,,793
FIRST NATIONAL BANK OF BALTIMORE,4,DIRECTORS,,,793
FIRST NATIONAL BANK OF BALTIMORE,5,"O'Donnell, B. Deford",,,793
FIRST NATIONAL BANK OF BALTIMORE,6,Thomas Kelso,,,793
FIRST NATIONAL BANK OF BALTIMORE,7,Wm. J. Albert,,,793
FIRST NATIONAL BANK OF BALTIMORE,8,Horace Abbott,,,793
FIRST NATIONAL BANK OF BALTIMORE,9,Geo. Small,,,793
FIRST NATIONAL BANK OF BALTIMORE,10,Discounts Daily,,,793
MORE,1,Fell's Point Bank),,,793
MORE,2,No. 147 Broadway,,,793
MORE,3,"Capital $350,000",,,793
MORE,4,"R. K. Hawley, President",,,793
MORE,5,"Randolph, Cashier",,,793
MORE,6,directors,,,793
MORE,7,Jacob W. Hugg,,,793
MORE,8,"Robinson, Hugh A. Cooper",,,793
MORE,9,John S. Oilman,,,793
MORE,10,"Day, Thursday. Dividends, May",,,793
THIRD NATIONAL BANK OF BALTIMORE,1,"Capital $600,000",,,793
THIRD NATIONAL BANK OF BALTIMORE,2,"W. Whitelock, President",,,793
THIRD NATIONAL BANK OF BALTIMORE,3,Cashier,,,793
THIRD NATIONAL BANK OF BALTIMORE,4,directors,,,793
THIRD NATIONAL BANK OF BALTIMORE,5,"Canby, Sam'l E. Hoogewerff",,,793
THIRD NATIONAL BANK OF BALTIMORE,6,Philip S. Chappell,,,793
THIRD NATIONAL BANK OF BALTIMORE,7,W. H. Crawford,,,793
THIRD NATIONAL BANK OF BALTIMORE,8,G. H. Reese,,,793
THIRD NATIONAL BANK OF BALTIMORE,9,Christian Ax,,,793
THIRD NATIONAL BANK OF BALTIMORE,10,"Discount Day, Tuesday",,,793
NATIONAL EXCHANGE BANK,1,"Capital $600,000",,,793
NATIONAL EXCHANGE BANK,2,"John Hurst, President",,,793
NATIONAL EXCHANGE BANK,3,"Snow, Cashier",,,793
NATIONAL EXCHANGE BANK,4,directors,,,793
NATIONAL EXCHANGE BANK,5,M. Stein,,,793
NATIONAL EXCHANGE BANK,6,J- P. Neer,,,793
NATIONAL EXCHANGE BANK,7,H. C. Smith,,,793
NATIONAL EXCHANGE BANK,8,"Spiller, A. J. Miller",,,793
NATIONAL EXCHANGE BANK,9,"Days, Monday and Thursday",,,793
MORE CITY,1,"Capital $500,000",,,794
MORE CITY,2,"Charles Weber, President",,,794
MORE CITY,3,"Henry Straus, Vice-President",,,794
MORE CITY,4,"Vees, Cashier",,,794
MORE CITY,5,Anton Weiskittel,,,794
MORE CITY,6,E. W. Ullrich,,,794
MORE CITY,7,August Wagner,,,794
MORE CITY,8,Christopher Gissel,,,794
MORE CITY,9,John G. Koppelmann,,,794
MORE CITY,10,H. R. Hoeneman,,,794
MORE CITY,11,SAVINGS FUND SOCIE,,,794
MORE CITY,12,TY OF BALTIMORE,,,794
MORE CITY,13,Bank Building,,,794
MORE CITY,14,"Francis Neale, President",,,794
MORE CITY,15,Treasurer,,,794
MANAGERS,1,"Neale, John W. Jenkins",,,794
MANAGERS,2,"Webb, Daniel J. Foley",,,794
MANAGERS,3,"O'Donnell, Thomas J. Myer",,,794
MANAGERS,4,Henr}' Bogue,,,794
MANAGERS,5,"J. Tormey, Joseph Fink",,,794
MANAGERS,6,S. John Carroll,,,794
MANAGERS,7,Henry McCaffrey,,,794
MANAGERS,8,Isaac Hartman,,,794
MANAGERS,9,Matthias Benzinger,,,794
MANAGERS,10,"Dammann, John T. Piquette",,,794
MANAGERS,11,Patrick J. Costolay,,,794
BALTIMORE AND OHIO RAILROAD,1,"Garrett, President",,,794
BALTIMORE AND OHIO RAILROAD,2,"Jr., Vice President",,,794
BALTIMORE AND OHIO RAILROAD,3,Treasurer,,,794
BALTIMORE AND OHIO RAILROAD,4,"Davis, Master of Machinery",,,794
BALTIMORE AND OHIO RAILROAD,5,"Ijams, Auditor",,,794
BALTIMORE AND OHIO RAILROAD,6,General Ticket Agent,,,794
BALTIMORE AND OHIO RAILROAD,7,"General Agent, Camden Sta",,,794
BALTIMORE AND OHIO RAILROAD,8,"Agent, Locust Point",,,794
NORTHERN CENTRAL RAILWAY,1,President,,,794
NORTHERN CENTRAL RAILWAY,2,"S. HoLLiNS, Secretary",,,794
NORTHERN CENTRAL RAILWAY,3,Treasurer,,,794
NORTHERN CENTRAL RAILWAY,4,Auditor,,,794
NORTHERN CENTRAL RAILWAY,5,General Freight Agent,,,794
NORTHERN CENTRAL RAILWAY,6,General Passenger Agent,,,794
"FOLGER, ROBERTS",1,Company,,,795
"FOLGER, ROBERTS",2,"MoRDECAi &amp; Co., Agents",,,795
"FOLGER, ROBERTS",3,Line for Chester River,,,795
"FOLGER, ROBERTS",4,Fall and Winter Arrangement,,,795
"FOLGER, ROBERTS",5,River,,,795
"FOLGER, ROBERTS",6,wharf,,,795
"FOLGER, ROBERTS",7,"C. A. Roe, Agent",,,795
"FOLGER, ROBERTS",8,"Va., and Land",,,795
"FOLGER, ROBERTS",9,"Matilda, Capt.Wm. B. Kirwan",,,795
"FOLGER, ROBERTS",10,"R. A. Taylor, Agent",,,795
"FOLGER, ROBERTS",11,Foot of Spear's wharf,,,795
"FOLGER, ROBERTS",12,J. Alex. Shriver,,,795
"FOLGER, ROBERTS",13,Company,,,795
"FOLGER, ROBERTS",14,) at 3 o'clock,,,795
"FOLGER, ROBERTS",15,J. Alex. Shriver,,,795
SMITH BROS,1,Boston Steamships,,,796
SMITH BROS,2,Capt. F. M. Howes,,,796
SMITH BROS,3,Capt. Wm. A. Hallett,,,796
SMITH BROS,4,Capt. Solomon Howes,,,796
SMITH BROS,5,"A. L. HuGGiNS, Agent",,,796
SMITH BROS,6,Steamship Co,,,796
SMITH BROS,7,"Norfolk Steamboat Compan3-, foot",,,796
SMITH BROS,8,street,,,796
SMITH BROS,9,Steamers to Norfolk,,,796
SMITH BROS,10,"Richmond, &amp;c",,,796
SMITH BROS,11,"J. M. Robinson, Pres't",,,796
SMITH BROS,12,Transportation Line to,,,796
SMITH BROS,13,Patuxent River,,,796
SMITH BROS,14,Mary Washington will leave,,,796
SMITH BROS,15,Benedict for passengers only,,,796
SMITH BROS,16,"Benedict. Returning, will leave",,,796
SMITH BROS,17,"M. L. Wke-ms, Agent",,,796
HARNDEN EXPRESS,1,"Street, cor. of Sharp",,293,796
HARNDEN EXPRESS,2,STEPHENSON &amp; GO'S,,,796
JOHN M,1,"(baggage,)",,,796
JOHN M,2,Baltimore and Ohio Railroad,,,796
JOHN M,3,Office 51 W. Fayette,,,796
NATIONAL EXPRESS COMPANY,1,Men and Boys',,,796
TELEGRAPHS,1,Company,,,797
TELEGRAPHS,2,South streets,,,797
TELEGRAPHS,3,"Hotel, Howard",,,797
TELEGRAPHS,4,Harnden's E.x,79,,797
TELEGRAPHS,5,W^ilhelm's Ho,,,797
TELEGRAPHS,6,Adams Ex,,,797
TELEGRAPHS,7,"Jr., Manager",,,797
TELEGRAPHS,8,Company,,,797
TELEGRAPHS,9,street,125,,797
TELEGRAPHS,10,Manager,,,797
TELEGRAPHS,11,Commercial,,,797
TELEGRAPHS,12,Manager,,,797
SMITH BKOS,1,Pacific and Atlantic Telegraph,,,797
SMITH BKOS,2,Company,,,797
SMITH BKOS,3,"H. L. Harris, Manager",,,797
HENRY TYSON,1,President and Superintendent,,,797
CANTON LINE,1,M. Ran until midnight,,,797
CITY RAILWAY,1,Ci&lt;y Passenger Railway,,,797
CITY RAILWAY,2,W\M. W. ORNDORFF,,,797
CITY RAILWAY,3,Treasurer,,,797
NOTARIES PUBLIC,1,St. Paul,,,797
RESIDENT COMMISSIONERS,1,^c,,,798
RESIDENT COMMISSIONERS,2,St. Paul,,,798
RESIDENT COMMISSIONERS,3,Paul and,,,798
RESIDENT COMMISSIONERS,4,'^,,,798
RESIDENT COMMISSIONERS,5,Fayette,,,798
RESIDENT COMMISSIONERS,6,Lombard,,,798
MASONS,1,Saratoga,,,798
MEETINGS OF LODGES AND CHAPTERS,1,Monday,45,1,798
MEETINGS OF LODGES AND CHAPTERS,2,Moriday,109,1,798
MEETINGS OF LODGES AND CHAPTERS,3,Jackson,88,2,798
MEETINGS OF LODGES AND CHAPTERS,4,Monday,,,798
MEETINGS OF LODGES AND CHAPTERS,5,Monday,11,2,798
MEETINGS OF LODGES AND CHAPTERS,6,Tuesday,68,1,798
MEETINGS OF LODGES AND CHAPTERS,7,Tuesday,96,1,798
MEETINGS OF LODGES AND CHAPTERS,8,Tuesday,136,1,798
MEETINGS OF LODGES AND CHAPTERS,9,Tuesday,51,2,798
MEETINGS OF LODGES AND CHAPTERS,10,Tuesday,124,2,798
MEETINGS OF LODGES AND CHAPTERS,11,Wednesday,,1,798
MEETINGS OF LODGES AND CHAPTERS,12,Wednesday,132,1,798
MEETINGS OF LODGES AND CHAPTERS,13,Wednesday,126,2,798
MEETINGS OF LODGES AND CHAPTERS,14,Wednesday,127,2,798
MEETINGS OF LODGES AND CHAPTERS,15,Thursday,,3,798
MEETINGS OF LODGES AND CHAPTERS,16,Thursday,108,1,798
MEETINGS OF LODGES AND CHAPTERS,17,Thursday,25,1,798
MEETINGS OF LODGES AND CHAPTERS,18,Thursday.',60,2,798
MEETINGS OF LODGES AND CHAPTERS,19,Thursday,123,2,798
MEETINGS OF LODGES AND CHAPTERS,20,Friday,13,1,798
MEETINGS OF LODGES AND CHAPTERS,21,Friday,97,3,798
MEETINGS OF LODGES AND CHAPTERS,22,Friday,93,2,798
MEETINGS OF LODGES AND CHAPTERS,23,Tuesday,,1,798
MEETINGS OF LODGES AND CHAPTERS,24,Friday,,7,798
MEETINGS OF LODGES AND CHAPTERS,25,Monday,,9,798
MEETINGS OF LODGES AND CHAPTERS,26,VVcdnesd,,19,798
MEETINGS OF LODGES AND CHAPTERS,27,Monday,,4,798
MEETINGS OF LODGES AND CHAPTERS,28,Ilall,,,798
MEETINGS OF LODGES AND CHAPTERS,29,MargUind,,,798
MEETINGS OF LODGES AND CHAPTERS,30,Master,,,798
MEETINGS OF LODGES AND CHAPTERS,31,Grand Mas,,,798
MEETINGS OF LODGES AND CHAPTERS,32,Secretary,,,798
MEETINGS OF LODGES AND CHAPTERS,33,&amp; CO,,,798
MEETINGS OF LODGES AND CHAPTERS,34,"Franklin, 2, &quot; Thursday",,,798
MEETINGS OF LODGES AND CHAPTERS,35,"Columbia, 3, &quot; Wednesday",,,798
MEETINGS OF LODGES AND CHAPTERS,36,"Gratitude, 5, &quot; Monday",,,798
MEETINGS OF LODGES AND CHAPTERS,37,"Harmony, 6, &quot; Wednesday",,,798
MEETINGS OF LODGES AND CHAPTERS,38,"Friendship, 7, &quot; Thursday",,,798
MEETINGS OF LODGES AND CHAPTERS,39,"Marion, 8, &quot; Tuesday",,,798
MEETINGS OF LODGES AND CHAPTERS,40,"Jefferson, 9, &quot; Thursday",,,798
MEETINGS OF LODGES AND CHAPTERS,41,"Corinthian, 10, &quot; Tuesday",,,798
MEETINGS OF LODGES AND CHAPTERS,42,"Maryland, 11, &quot; Monday",,,798
MEETINGS OF LODGES AND CHAPTERS,43,"Monumental, 14, •' Thursday",,,798
MEETINGS OF LODGES AND CHAPTERS,44,"Mechanics', 15, &quot; Monday",,,798
MEETINGS OF LODGES AND CHAPTERS,45,"Germania, 47, &quot; Tuesday",,,798
MEETINGS OF LODGES AND CHAPTERS,46,"Schiller, 55, &quot; Friday",,,798
MEETINGS OF LODGES AND CHAPTERS,47,"Warren, 71, &quot; Friday",,,798
MEETINGS OF LODGES AND CHAPTERS,48,"Atlantic, 72, &quot; Monday",,,798
MEETINGS OF LODGES AND CHAPTERS,49,"Indepencence, 77, &quot; Tuesday",,,798
MEETINGS OF LODGES AND CHAPTERS,50,"Mountain, 84, &quot; Thursday",,,798
MEETINGS OF LODGES AND CHAPTERS,51,"Liberty, 93, &quot; Monday.'",,,798
MEETINGS OF LODGES AND CHAPTERS,52,"Escavaille, 106, &quot; Tuesday",,,798
MEETINGS OF LODGES AND CHAPTERS,53,"Marley, 107, &quot; Thursday",,,798
MEETINGS OF LODGES AND CHAPTERS,54,nesday,,,798
MEETINGS OF LODGES AND CHAPTERS,55,Tuesday,,,798
INDEPENDENT ORDER OF RED MEN,1,No. 11,,,798
UNITED ANCIENT ORDER OF DRUIDS,1,Hall,,,798
UNITED ANCIENT ORDER OF DRUIDS,2,"Flour, Grain, Seeds &amp;c",,,798
UNITED AMERICAN MECHANICS,1,"October, at Tem",,,799
IMPROVED ORDER OF RED MEN,1,"United States, Im",,,799
IMPROVED ORDER OF RED MEN,2,State of Maryland,,,799
IMPROVED ORDER OF RED MEN,3,Wednesday,,,799
IMPROVED ORDER OF RED MEN,4,Red Men's Hall,,3,799
IMPROVED ORDER OF RED MEN,5,Druids' Hall,,11,799
IMPROVED ORDER OF RED MEN,6,Gay,,,799
IMPROVED ORDER OF RED MEN,7,Red Men's Hall,14,,799
IMPROVED ORDER OF RED MEN,8,Red Men's Hall,,16,799
IMPROVED ORDER OF RED MEN,9,Men's Hall,,22,799
IMPROVED ORDER OF RED MEN,10,Red Men's Hall,,27,799
IMPROVED ORDER OF RED MEN,11,Red Men's Hall,,34,799
IMPROVED ORDER OF RED MEN,12,Powhatan Hall,,39,799
SONS OF TEMPERANCE,1,holds,,,799
SONS OF TEMPERANCE,2,Baltimore on the,,,799
SONS OF TEMPERANCE,3,Dr.W.H. Perkins,,,799
SONS OF TEMPERANCE,4,G. Scribe;,,,799
SONS OF TEMPERANCE,5,P. G. W. Ward,,,799
SONS OF TEMPERANCE,6,G. Conduc,,,799
SONS OF TEMPERANCE,7,Subordinate Divi,,,799
SONS OF TEMPERANCE,8,Paca,,,799
SONS OF TEMPERANCE,9,People's Bank,5,,799
SONS OF TEMPERANCE,10,S. E. cor,,161,799
SONS OF TEMPERANCE,11,quarterly,,,799
SONS OF TEMPERANCE,12,April and July,4,,799
CADETS OF TEMPERANCE,1,W. P,,,799
CADETS OF TEMPERANCE,2,V. P,,,799
CADETS OF TEMPERANCE,3,Sec'y,,,799
CADETS OF TEMPERANCE,4,Cement,,,799
CADETS OF TEMPERANCE,5,"Smith, Sr",,,799
CADETS OF TEMPERANCE,6,"Henry Disney, G. W",,,799
CADETS OF TEMPERANCE,7,Thursday,,,799
CADETS OF TEMPERANCE,8,Canton,,,799
CADETS OF TEMPERANCE,9,Dallas streets,,,799
CADETS OF TEMPERANCE,10,"Fayette street, Baltimore",,,799
BALTIMORE GYMNASIUM,1,Carroll Hall,,,799
BALTIMORE GYMNASIUM,2,Organized 1858. Chartered 1862,,,799
BALTIMORE GYMNASIUM,3,Executive Committee,,,799
BALTIMORE GYMNASIUM,4,Charles W. Hamill,,,799
ST. ANDREW'S SOCIETY,1,Incorporated 1806,,,799
ST. ANDREW'S SOCIETY,2,President Wm. F. Murdoch,,,799
ST. ANDREW'S SOCIETY,3,First Vice-President John Boyd,,,799
ST. ANDREW'S SOCIETY,4,Second Vice-President John Biggar,,,799
ST. ANDREW'S SOCIETY,5,Secretary Wm. Simms,,,799
ST. ANDREW'S SOCIETY,6,Physician Thomas Shearer,,,799
ST. ANDREW'S SOCIETY,7,Managers,,,799
ST. ANDREW'S SOCIETY,8,"James Cairns, Wm. Murdoch",,,799
ST. ANDREW'S SOCIETY,9,HIBERNfAN SOCIETY OF BALTIMORE,,,799
ST. ANDREW'S SOCIETY,10,"Maryland, February, 1818",,,799
ST. ANDREW'S SOCIETY,11,"Daniel J. Foley, President",,,799
ST. ANDREW'S SOCIETY,12,"James Armstrong, 1st Vice-President",,,799
ST. ANDREW'S SOCIETY,13,"Luke Cassidy, 2d Vice-President",,,799
ST. ANDREW'S SOCIETY,14,"Rev. James Dolan, Chaplain",,,799
ST. ANDREW'S SOCIETY,15,"Eugene Cummiskey, Counsellor",,,799
ST. ANDREW'S SOCIETY,16,JohnH. O'Donovan lphv&lt;?if.ians ^^i^JSicians,,,799
ST. ANDREW'S SOCIETY,17,"Dorainick A. O'Donnell, |",,,799
ST. ANDREW'S SOCIETY,18,"M. J. Kelly, Treasurer",,,799
MANAGERS,1,"James Mullin, Michael Roche",,,799
MANAGERS,2,"Henry McShane, Daniel Donnelly",,,799
GERMAN SOCIETY OF MARYLAND,1,"A. Schumacher, President",,,799
GERMAN SOCIETY OF MARYLAND,2,"Israel Cohen, Treasurer",,,799
GERMAN SOCIETY OF MARYLAND,3,"H. F. Wellinghoff, Agent",,,799
ST. GEORGE'S SOCIETY,1,Darrell,,,800
ST. GEORGE'S SOCIETY,2,Perot,,,800
ST. GEORGE'S SOCIETY,3,Williams,,,800
ST. GEORGE'S SOCIETY,4,William,,,800
CONCORDIA CLUB,1,Street,8,12,800
CONCORDIA CLUB,2,&quot;,,2,800
UNION CLUB,1,Charles,,,800
CHILDREN'S AID SOCIETY,1,Secretary,,,800
CHILDREN'S AID SOCIETY,2,Secretary,,,800
W'. C,1,homes,,,800
W'. C,2,shoes,,,800
W'. C,3,thank,,,800
W'. C,4,commendable,,,800
BALTIMORE TYPOGRAPHICAL UNION,1,Secretary,,,800
BALTIMORE TYPOGRAPHICAL UNION,2,night,,,800
BALTIMORE TYPOGRAPHICAL UNION,3,Baltimore,,,800
MARYLAND,1,BAKER SEWING,,,800
SCHUETZEN PARK ASSOCIATION,1,"E. A. Keene, President",,,800
SCHUETZEN PARK ASSOCIATION,2,"M. G. CoHN, Secretary",,,800
SCHUETZEN PARK ASSOCIATION,3,"Charles Lkhmkuhl, Shooting Master",,,800
PROVEMENT OF THE CONDITION OF,1,THE POOR,,,800
PROVEMENT OF THE CONDITION OF,2,"Jesse Hunt, President",,,800
PROVEMENT OF THE CONDITION OF,3,"Z. D. Brashears, Secretary",,,800
HOUSE OF REFUGE,1,THE MERCHANTS EXCHANGE AND,,,800
NEWS ROOMS,1,Second Street,,,800
ATHEN^UM,1,Mercantile Library Association,,,800
ATHEN^UM,2,"Library 20,000 volumes",,,800
GEO. B. COLE,1,"Wm. H. Sargeant, Librarian",,,800
MARYLAND INSTITUTE,1,FOR PROMOTING MECHANIC ARTS,,,800
MARYLAND INSTITUTE,2,President W. W. Maughlin,,,800
MARYLAND INSTITUTE,3,Vice Presidents ^^^^^ S.George,,,800
MARYLAND INSTITUTE,4,|,,,800
MARYLAND INSTITUTE,5,Recording Secretary James Young,,,800
MARYLAND INSTITUTE,6,Treasurer .llugh Bolton,,,800
MARYLAND INSTITUTE,7,Actuary I. Gibson,,,800
MACHINE,1,P. Kennedy,,,801
MACHINE,2,Pennington,,,801
MACHINE,3,M. Eaton,,,801
MACHINE,4,Morison,,,801
MACHINE,5,Uhler,,,801
MACHINE,6,M,4,7,801
INTERNAL REVENUE,1,A. Wisong,,,801
INTERNAL REVENUE,2,H.Eichelberger,,,801
UNITED STATES ASSESSORS,1,W. Webster,2,,801
UNITED STATES ASSESSORS,2,"W. Ross, over",3,,801
REGISTERS IN BANKRUPTCY,1,Frederick city,4,,801
REGISTERS IN BANKRUPTCY,2,Upper Marlboro,5,,801
BOARD OF TRADE,1,"Hodges, jr",,,801
BOARD OF TRADE,2,Whitridge,,,801
BOARD OF TRADE,3,Kirkland,,,801
BOARD OF TRADE,4,Lehr,,,801
BOARD OF TRADE,5,Dallam,,,801
BOARD OF TRADE,6,U. Porter,,,801
CORN AND FLOUR EXCHANGE,1,streets,,,801
CORN AND FLOUR EXCHANGE,2,M. Parr,,,801
CORN AND FLOUR EXCHANGE,3,Crichton,,,801
CORN AND FLOUR EXCHANGE,4,R. Herbert,,,801
CORN AND FLOUR EXCHANGE,5,S. Dickinson,,,801
CORN AND FLOUR EXCHANGE,6,F. Wheatley,,,801
GAS LIGHT COMPANY OF BALTIMORE,1,O'Donnell,,,801
GAS LIGHT COMPANY OF BALTIMORE,2,Brown,,,801
GAS LIGHT COMPANY OF BALTIMORE,3,street,,19,801
HOME OF THE FRIENDLESS,1,Townsend sts,,,801
HOME OF THE FRIENDLESS,2,Sales Room,,,801
BALTIMORE ORPHAN ASYLUM,1,"Calhoun, between Lexington andSaratoga-sts",,,801
UNION ORPHAN ASYLUM,1,"Miss M. PuRviANCE, President",,,801
BALTIMORE,1,John T. Taylor,,,801
BALTIMORE,2,Superintendent,,,801
MARYLAND COLLEGE OF PHARMACY,1,J. Brown Baxley,,,801
MARYLAND COLLEGE OF PHARMACY,2,Dean,,,801
DISPENSARIES,1,Fayette,,,801
DISPENSARIES,2,"Southern, 48 Conway",,,801
SANE,1,"John G. Mengel, Steward",,,801
GERMAN ORPHAN ASYLUM,1,No. 69 N. Calvert-st,,,801
GERMAN ORPHAN ASYLUM,2,"John Kranz, President",,,801
GERMAN ORPHAN ASYLUM,3,"Fred. Gleichmann, Agent",,,801
